ID;Price;Area;Rooms;Flrs;Baths;Land;YearB;Age;Auto;Public;Inc;PM2_5;Edu;Condtn;Subbrbs
283;2700;270;6;2;3;1034;1992;28;26;31;4342,56;22,7;64,4756701;4;Praga-Południe
284;6400;587,93;24;3;2;781;1960;60;20;25;4342,56;22,7;64,4756701;4;Praga-Południe
285;2690;220;6;2;2;380;1947;73;20;25;4342,56;22,7;64,4756701;3;Praga-Południe
286;1150;201,66;6;2;3;167;2000;20;35;25;4342,56;22,7;64,4756701;1;Praga-Południe
287;1100;240;5;2;2;471;2000;20;40;30;4342,56;22,7;64,4756701;1;Praga-Południe
288;2000;132;5;2;1;200;2010;10;22;25;4342,56;22,7;64,4756701;3;Praga-Południe
289;1900;400;9;2;3;80;1994;26;35;29;4342,56;22,7;64,4756701;3;Praga-Południe
290;1399;210,2;9;2;2;715;2013;7;60;55;2667,66;23,6;59,57936279;4;Pruszków
291;5490;380;7;1;4;2200;1930;90;50;81;2667,66;23,6;59,57936279;3;Pruszków
292;1299;151,5;5;1;2;846;2002;18;55;81;2667,66;23,6;59,57936279;3;Pruszków
293;890;210;2;2;;514;1989;31;50;53;2667,66;23,6;59,57936279;2;Pruszków
294;1300;279,3;7;2;4;668;2004;16;50;57;2667,66;23,6;59,57936279;3;Pruszków
295;1190;170;5;1;;601;2010;10;60;54;2667,66;23,6;59,57936279;3;Pruszków
296;999,9;180;4;2;2;370;1986;34;50;56;2667,66;23,6;59,57936279;4;Pruszków
297;899,9;230;11;4;2;388;1986;34;50;79;2667,66;23,6;59,57936279;3;Pruszków
298;999;280;6;2;2;800;1992;28;55;45;2667,66;23,6;59,57936279;3;Pruszków
299;990;280;6;3;2;642;1983;37;55;33;2667,66;23,6;59,57936279;2;Pruszków
300;1020;180;5;2;2;800;1978;42;50;53;2667,66;23,6;59,57936279;2;Pruszków
301;699;136;4;1;2;400;2021;-1;50;59;2667,66;23,6;59,57936279;;Pruszków
302;795;175;5;2;2;536;1999;21;55;46;2667,66;23,6;59,57936279;2;Pruszków
303;3200;180;5;2;2;2240;2016;4;55;79;2667,66;23,6;59,57936279;3;Pruszków
304;1130;160;5;2;2;600;2009;11;60;51;2667,66;23,6;59,57936279;3;Pruszków
305;1280;276;7;1;4;629;2005;15;50;81;2667,66;23,6;59,57936279;2;Pruszków
306;1389,999;260;7;2;2;970;2004;16;55;41;2667,66;23,6;59,57936279;2;Pruszków
307;2200;300;5;3;3;1200;2000;20;50;80;2667,66;23,6;59,57936279;2;Pruszków
308;1025;170;5;1;2;700;1978;42;50;56;2667,66;23,6;59,57936279;2;Pruszków
309;1149,9;170;5;1;2;520;2004;16;65;49;3499,65;18,6;58,46481557;2;Brwinów
310;770;270;5;2;2;879;1996;24;60;50;3499,65;18,6;58,46481557;2;Brwinów
311;929,8;162,7;5;1;2;640;2009;11;65;49;3499,65;18,6;58,46481557;3;Brwinów
312;866,1;157,5;6;1;3;379;2019;1;60;64;3499,65;18,6;58,46481557;3;Brwinów
313;1050;165;4;1;2;1260;2006;14;60;52;3499,65;18,6;58,46481557;4;Brwinów
314;800;300,5;9;2;3;1052;1992;28;60;67;3499,65;18,6;58,46481557;1;Brwinów
315;920;110;4;2;2;882;1960;60;65;47;3499,65;18,6;58,46481557;3;Brwinów
316;929,8;162,7;5;1;2;640;2009;11;65;49;3499,65;18,6;58,46481557;2;Brwinów
317;1199,9;170;5;1;1;900;2010;10;60;79;3499,65;18,6;58,46481557;1;Brwinów
318;2075;210,74;6;1;2;900;2019;1;60;70;3499,65;18,6;58,46481557;4;Brwinów
319;1670;310;5;2;3;1053;2013;7;60;85;3499,65;18,6;58,46481557;4;Brwinów
320;595;190;5;2;2;332;2016;4;50;64;3499,65;18,6;58,46481557;1;Brwinów
321;1999;600;4;1;2;4364;2015;5;55;63;3499,65;18,6;58,46481557;1;Brwinów
322;465;203;5;1;2;1500;BRAK;BRAK;60;105;3499,65;18,6;58,46481557;;Brwinów
323;999;137;4;1;1;1460;2001;19;50;83;3499,65;18,6;58,46481557;2;Brwinów
324;1580;220;6;1;2;13500;2010;10;55;85;3499,65;18,6;58,46481557;3;Brwinów
325;750;280;5;3;3;1000;2020;0;50;96;3499,65;18,6;58,46481557;1;Brwinów
326;700;250;4;2;1;428;2001;19;60;53;3499,65;18,6;58,46481557;2;Brwinów
327;1980;460;7;2;3;1200;1995;25;55;56;3499,65;18,6;58,46481557;3;Brwinów
328;840;340;8;2;4;990;1937;83;60;48;3499,65;18,6;58,46481557;1;Brwinów
329;1199;200;5;1;2;906;2012;8;55;81;3499,65;18,6;58,46481557;4;Brwinów
330;790;250;6;1;2;1168;1987;33;50;54;3499,65;18,6;58,46481557;1;Brwinów
331;940;270;7;2;2;1799;2001;19;55;68;3499,65;18,6;58,46481557;3;Brwinów
332;490;115;5;1;2;1269;1950;70;55;41;3499,65;18,6;58,46481557;1;Brwinów
333;1290;240;7;2;2;2003;1984;36;60;57;3499,65;18,6;58,46481557;3;Brwinów
334;3500;461;8;1;3;17520;2002;18;50;92;3499,65;18,6;58,46481557;3;Brwinów
335;950;300;15;3;3;1800;1933;87;55;52;3499,65;18,6;58,46481557;;Brwinów
336;625;100;4;1;1;1607;1974;46;55;56;3499,65;18,6;58,46481557;3;Brwinów
337;1650;326;5;1;2;932;2019;1;40;58;5134,53;20,6;67,59257426;4;Michałowice
338;2500;445;8;1;3;915;2005;15;35;53;5134,53;20,6;67,59257426;3;Michałowice
339;950;240;5;4;2;410;2000;20;50;71;5134,53;20,6;67,59257426;1;Michałowice
340;2150;202;4;1;2;1530;2008;12;40;71;5134,53;20,6;67,59257426;4;Michałowice
341;1290;312,4;13;1;2;964;1995;25;40;69;5134,53;20,6;67,59257426;3;Michałowice
342;1900;260;5;1;3;1500;2009;11;40;77;5134,53;20,6;67,59257426;3;Michałowice
343;2870;170;5;1;2;1583;2006;14;40;49;5134,53;20,6;67,59257426;3;Michałowice
344;895;130;4;1;2;270;2020;0;45;61;5134,53;20,6;67,59257426;1;Michałowice
345;1750;357;11;1;2;1386;2000;20;45;80;5134,53;20,6;67,59257426;4;Michałowice
346;4250;480;;1;6;1000;2018;2;35;32;5134,53;20,6;67,59257426;3;Michałowice
347;1750;329;4;3;3;1250;1993;27;45;46;5134,53;20,6;67,59257426;3;Michałowice
348;1350;371;8;1;6;1005;2010;10;40;81;5134,53;20,6;67,59257426;1;Michałowice
349;2499,999;150;4;3;2;1344;1930;90;45;76;5134,53;20,6;67,59257426;;Michałowice
350;1990;500;7;2;2;1140;1992;28;35;50;5134,53;20,6;67,59257426;4;Michałowice
351;1700;450;6;2;4;624;1997;23;45;48;5134,53;20,6;67,59257426;4;Michałowice
352;1850;300;6;1;3;1116;1935;85;45;45;5134,53;20,6;67,59257426;;Michałowice
353;1050;400;7;2;3;396;2000;20;45;84;5134,53;20,6;67,59257426;1;Michałowice
354;2950;850;9;2;5;1604;2007;13;45;50;5134,53;20,6;67,59257426;3;Michałowice
355;950;170;5;1;2;900;2011;9;50;79;5134,53;20,6;67,59257426;3;Michałowice
356;3600;370;7;1;2;1400;2002;18;40;47;5134,53;20,6;67,59257426;5;Michałowice
357;1190;224;5;2;2;1100;2009;11;50;103;6448,75;16,8;61,03098101;3;Nadarzyn
358;1300;460;10;3;3;960;BRAK;BRAK;50;88;6448,75;16,8;61,03098101;;Nadarzyn
359;1600;399;6;2;2;1354;2008;12;50;85;6448,75;16,8;61,03098101;3;Nadarzyn
360;1550;470;7;2;2;1530;2012;8;55;119;6448,75;16,8;61,03098101;3;Nadarzyn
361;1700;190;3;1;2;618;2010;10;50;82;6448,75;16,8;61,03098101;3;Nadarzyn
362;1350;236;4;1;3;1200;2012;8;55;121;6448,75;16,8;61,03098101;4;Nadarzyn
363;1899;350;7;1;2;800;2010;10;50;88;6448,75;16,8;61,03098101;4;Nadarzyn
364;689,9;194,61;6;1;3;712;2020;0;55;112;6448,75;16,8;61,03098101;;Nadarzyn
365;2700;281;6;2;3;1000;BRAK;BRAK;45;88;6448,75;16,8;61,03098101;;Nadarzyn
366;830;193;6;2;3;1000;2003;17;45;76;6448,75;16,8;61,03098101;2;Nadarzyn
367;580;180;6;1;2;400;2000;20;50;91;6448,75;16,8;61,03098101;2;Nadarzyn
368;795;200;5;1;3;1023;2000;20;50;98;6448,75;16,8;61,03098101;3;Nadarzyn
369;785;200;5;2;3;1023;1998;22;50;95;6448,75;16,8;61,03098101;2;Nadarzyn
370;1170;237;5;1;2;1050;2008;12;55;93;6448,75;16,8;61,03098101;3;Nadarzyn
371;1875;280;4;1;2;1000;2007;13;50;93;6448,75;16,8;61,03098101;1;Nadarzyn
372;1070;180;5;1;2;950;2013;7;55;106;6448,75;16,8;61,03098101;4;Nadarzyn
373;899;160;4;1;2;950;2016;4;50;93;6448,75;16,8;61,03098101;1;Nadarzyn
374;960;186;5;2;3;600;2011;9;55;112;6448,75;16,8;61,03098101;4;Nadarzyn
375;3600;710;8;1;7;3700;2012;8;55;108;6448,75;16,8;61,03098101;4;Nadarzyn
376;1790;200;5;1;1;4000;2000;20;50;89;6448,75;16,8;61,03098101;1;Nadarzyn
377;990;209;6;1;3;1225;2021;-1;50;80;6448,75;16,8;61,03098101;;Nadarzyn
378;700;168,85;7;1;2;350;2005;15;50;89;6448,75;16,8;61,03098101;2;Nadarzyn
379;2600;380;8;2;3;327;2001;19;35;36;4342,56;22,1;68,03854452;1;Mokotów
380;1950;227,5;6;3;1;225;1972;48;35;40;4342,56;22,1;68,03854452;1;Mokotów
381;2500;210;5;2;2;263;1958;62;22;25;4342,56;22,1;68,03854452;1;Mokotów
382;6900;300;6;3;3;766;1930;90;20;25;4342,56;22,1;68,03854452;;Mokotów
383;2480;188;8;3;2;260;1960;60;24;28;4342,56;22,1;68,03854452;2;Mokotów
384;3100;330;6;3;3;330;1950;70;35;37;4342,56;22,1;68,03854452;2;Mokotów
385;3500;505;7;2;3;550;1989;31;35;36;4342,56;22,1;68,03854452;1;Mokotów
386;1950;176;6;1;2;451;1965;55;28;25;4342,56;22,1;68,03854452;1;Mokotów
387;2990;300;12;1;2;795;1997;23;26;22;4342,56;22,1;68,03854452;3;Mokotów
388;1740;160;6;2;3;193;1990;30;35;35;4342,56;22,1;68,03854452;3;Mokotów
389;1950;190;5;2;2;348;1956;64;35;36;4342,56;22,1;68,03854452;1;Mokotów
390;3490;393;6;1;3;551;1996;24;35;36;4342,56;22,1;68,03854452;1;Mokotów
391;6300;400;8;4;2;825;1998;22;35;36;4342,56;22,1;68,03854452;4;Mokotów
392;4750;250;6;1;3;420;2011;9;30;29;4342,56;22,1;68,03854452;3;Mokotów
393;1799;201;7;2;2;328;1958;62;24;26;4342,56;22,1;68,03854452;2;Mokotów
394;1999;400;10;2;5;330;1995;25;28;26;4342,56;22,1;68,03854452;1;Mokotów
395;998;86;4;2;1;305;1968;52;35;34;4342,56;22,1;68,03854452;3;Mokotów
396;2550;400;6;3;3;500;2008;12;28;25;4342,56;22,1;68,03854452;2;Mokotów
397;1290;200;5;4;3;200;1992;28;35;35;4342,56;22,1;68,03854452;3;Mokotów
398;8500;470;7;2;3;755;2006;14;22;25;4342,56;22,1;68,03854452;4;Mokotów
399;1520;185,2;5;2;2;305;1964;56;35;34;4342,56;22,1;68,03854452;1;Mokotów
400;5500;241;6;2;5;350;2005;15;22;27;4342,56;22,1;68,03854452;4;Mokotów
401;2350;199;6;2;3;315;1960;60;24;30;4342,56;22,1;68,03854452;1;Mokotów
402;2999;323;4;1;2;375;1960;60;24;27;4342,56;22,1;68,03854452;1;Mokotów
403;2450;200;5;2;3;280;1965;55;26;27;4342,56;22,1;68,03854452;1;Mokotów
404;1800;170;5;1;3;395;1978;42;30;38;4342,56;22,1;68,03854452;1;Mokotów
405;6190;168;4;1;1;740;1928;92;16;17;4342,56;22,1;68,03854452;;Mokotów
406;3050;210;7;2;2;357;1993;27;35;38;4342,56;22,1;68,03854452;4;Mokotów
407;1800;290;7;2;5;390;1991;29;28;38;4342,56;22,1;68,03854452;1;Mokotów
408;1739;161;8;3;3;300;1976;44;35;32;4342,56;22,1;68,03854452;2;Mokotów
409;1859;153;4;1;2;298;1991;29;35;32;4342,56;22,1;68,03854452;2;Mokotów
410;3550;256;5;3;2;261;1950;70;24;28;4342,56;22,1;68,03854452;3;Mokotów
411;4000;350;8;1;3;205;1993;27;30;38;4342,56;22,1;68,03854452;2;Mokotów
412;5600;750;10;2;5;814;1930;90;35;37;4342,56;22,1;68,03854452;;Mokotów
413;2950;260;6;2;4;330;2020;0;35;39;4342,56;22,1;68,03854452;;Mokotów
414;1750;250;6;2;4;220;1992;28;35;34;4342,56;22,1;68,03854452;3;Mokotów
415;3100;280;8;2;3;320;2015;5;35;38;4342,56;22,1;68,03854452;3;Mokotów
416;5200;300;5;2;3;300;1958;62;18;18;4342,56;22,1;68,03854452;4;Mokotów
417;2950;233;6;2;2;427;1986;34;35;34;4342,56;22,1;68,03854452;2;Mokotów
418;4300;270;5;2;4;400;1960;60;22;21;4342,56;22,1;68,03854452;4;Mokotów
419;1380;260;6;2;2;535;2011;9;55;57;4342,56;21,9;64,10423164;2;Targówek
420;1250;214;5;2;1;375;1984;36;45;37;4342,56;21,9;64,10423164;2;Targówek
421;999;270;5;2;2;650;2005;15;40;43;4342,56;21,9;64,10423164;3;Targówek
422;1650;282;8;2;2;282;2007;13;40;32;4342,56;21,9;64,10423164;3;Targówek
423;1800;300;9;3;3;375;1997;23;45;37;4342,56;21,9;64,10423164;3;Targówek
424;1650;385;8;1;2;385;1935;85;35;26;4342,56;21,9;64,10423164;;Targówek
425;1150;107;4;1;3;177;1980;40;50;31;4342,56;21,9;64,10423164;3;Targówek
426;1380;200;5;2;3;200;2004;16;50;53;4342,56;21,9;64,10423164;3;Targówek
427;1900;300;6;3;3;578;2003;17;40;32;4342,56;21,9;64,10423164;3;Targówek
428;4320;500;9;2;6;774;2001;19;40;35;4342,56;21,9;64,10423164;3;Targówek
429;1690;340;8;2;2;340;2000;20;50;47;4342,56;21,9;64,10423164;3;Targówek
430;1380;240;7;2;3;600;1990;30;50;44;4342,56;21,9;64,10423164;3;Targówek
431;1250;140;6;2;2;612;1970;50;50;34;4342,56;21,9;64,10423164;3;Targówek
432;1700;164,7;5;3;2;427;1994;26;40;30;4342,56;21,9;64,10423164;2;Targówek
433;750;140;4;1;2;500;1980;40;45;39;4342,56;21,9;64,10423164;1;Targówek
434;2100;230;8;2;2;550;1938;82;35;27;4342,56;22,1;59,57161155;;Wola
435;1949;190;5;1;2;493;2016;4;35;27;4342,56;22,1;59,57161155;4;Wola
436;1649;190;8;1;2;228;1950;70;35;24;4342,56;22,1;59,57161155;3;Wola
437;2690;240;5;2;2;238;2006;14;28;28;4342,56;25,4;65,01384905;4;Ochota
438;2979;190,3;5;1;2;369;1997;23;24;23;4342,56;25,4;65,01384905;4;Ochota
439;2690;240;6;2;2;250;2009;11;28;20;4342,56;25,4;65,01384905;4;Ochota
440;2990;290;8;2;6;479;2000;20;28;20;4342,56;25,4;65,01384905;3;Ochota
441;1960;187,6;3;2;3;212;2000;20;26;28;4342,56;25,4;65,01384905;3;Ochota
442;1690;238;6;2;2;160;2000;20;35;31;4342,56;19,8;70,81218105;3;Wilanów
443;1900;215;4;2;2;410;1995;25;35;47;4342,56;19,8;70,81218105;3;Wilanów
444;2750;267;6;2;3;600;2020;0;50;59;4342,56;19,8;70,81218105;;Wilanów
445;1550;215;5;2;2;850;2020;0;50;59;4342,56;19,8;70,81218105;;Wilanów
446;2650;350;6;2;3;611;1990;30;35;45;4342,56;19,8;70,81218105;2;Wilanów
447;3500;485;6;2;4;1539;2008;12;50;68;4342,56;19,8;70,81218105;3;Wilanów
448;3100;270;6;2;2;555;2005;15;40;46;4342,56;19,8;70,81218105;2;Wilanów
449;4861;448;8;3;3;471;1985;35;35;45;4342,56;19,8;70,81218105;3;Wilanów
450;2650;250;7;2;3;250;2000;20;35;29;4342,56;19,8;70,81218105;3;Wilanów
451;3050;356,2;6;2;3;321;1995;25;40;46;4342,56;19,8;70,81218105;3;Wilanów
452;3100;400;5;2;3;2950;2003;17;55;60;4342,56;19,8;70,81218105;3;Wilanów
453;1899;330;7;2;3;1150;2010;10;55;59;4342,56;19,8;70,81218105;3;Wilanów
454;3900;330;9;3;5;417;2002;18;40;40;4342,56;19,8;70,81218105;4;Wilanów
455;4950;477;10;2;4;712;2006;14;40;47;4342,56;19,8;70,81218105;4;Wilanów
456;3700;327;5;2;4;500;2020;0;50;53;4342,56;19,8;70,81218105;;Wilanów
457;1690;240;5;2;3;200;2002;18;45;47;4342,56;19,8;70,81218105;3;Wilanów
458;3700;327;5;2;4;500;2012;8;50;48;4342,56;19,8;70,81218105;4;Wilanów
459;2300;211;4;1;2;750;2019;1;55;60;4342,56;19,8;70,81218105;4;Wilanów
460;2690;278;6;1;3;1000;2005;15;40;37;4342,56;19,8;70,81218105;3;Wilanów
461;3600;370;8;1;5;1786;2007;13;50;68;4342,56;19,8;70,81218105;3;Wilanów
462;2100;300;10;2;4;461;1970;50;35;45;4342,56;19,8;70,81218105;2;Wilanów
463;3850;390;8;1;5;932;2012;8;55;60;4342,56;19,8;70,81218105;3;Wilanów
464;11500;1100;10;2;9;1320;2016;4;40;37;4342,56;19,8;70,81218105;4;Wilanów
465;1789;280;7;1;2;1100;2010;10;55;53;4342,56;19,8;70,81218105;3;Wilanów
466;2180;214;6;1;3;789;2001;19;50;46;4342,56;19,8;70,81218105;4;Wilanów
467;3850;274;6;1;3;1135;2014;6;60;54;4342,56;19,8;70,81218105;4;Wilanów
468;4600;600;10;2;5;2700;2000;20;50;46;4342,56;19,8;70,81218105;4;Wilanów
469;2999;263;8;1;3;2100;2011;9;60;58;4342,56;19,8;70,81218105;3;Wilanów
470;2400;355;9;1;2;909;2003;17;55;42;4342,56;19,8;70,81218105;3;Wilanów
471;1750;458;5;2;4;473;2014;6;45;48;4342,56;19,8;70,81218105;3;Wilanów
472;1950;184;5;3;3;183;2000;20;40;34;4342,56;20,5;73,51312965;2;Ursynów
473;990;149,3;5;2;2;280;1999;21;45;45;4342,56;20,5;73,51312965;2;Ursynów
474;2550;340;6;2;3;316;2000;20;40;34;4342,56;20,5;73,51312965;2;Ursynów
475;2400;350;6;2;2;1000;2010;10;45;44;4342,56;20,5;73,51312965;3;Ursynów
476;2275;220;6;2;2;280;2008;12;40;45;4342,56;20,5;73,51312965;4;Ursynów
477;1200;183;7;2;3;265;2015;5;55;54;4342,56;20,5;73,51312965;1;Ursynów
478;3000;466;8;2;5;1336;2000;20;45;42;4342,56;20,5;73,51312965;2;Ursynów
479;2190;370;6;1;3;955;2008;12;60;54;4342,56;20,5;73,51312965;4;Ursynów
480;2550;288,1;6;2;3;316;2000;20;55;39;4342,56;20,5;73,51312965;3;Ursynów
481;2599;417;10;2;2;894;2010;10;55;49;4342,56;20,5;73,51312965;4;Ursynów
482;8900;1098;9;1;3;2700;2000;20;45;42;4342,56;20,5;73,51312965;4;Ursynów
483;1899;200;5;2;3;184;1996;24;40;44;4342,56;20,5;73,51312965;3;Ursynów
484;3595;180;3;1;3;536;2016;4;40;35;4342,56;20,5;73,51312965;4;Ursynów
485;1750;318;6;2;2;778;2001;19;45;44;4342,56;20,5;73,51312965;3;Ursynów
486;1990;190;5;2;3;183;1995;25;40;35;4342,56;20,5;73,51312965;3;Ursynów
487;3850;610;13;3;6;850;2002;18;45;41;4342,56;20,5;73,51312965;1;Ursynów
488;1690;164,6;5;2;3;348;2013;7;55;47;4342,56;20,5;73,51312965;4;Ursynów
489;2100;233;5;2;2;268;2000;20;40;30;4342,56;20,5;73,51312965;3;Ursynów
490;2300;287;6;2;3;140;2002;18;40;34;4342,56;20,5;73,51312965;3;Ursynów
491;2599;390;8;3;4;440;1997;23;45;40;4342,56;20,5;73,51312965;3;Ursynów
492;915;110;4;1;1;401;2009;11;55;54;4342,56;20,5;73,51312965;4;Ursynów
493;2492;280;7;2;3;2200;1988;32;50;46;4342,56;20,5;73,51312965;3;Ursynów
494;1499;256;5;2;2;120;2003;17;50;43;4342,56;20,5;73,51312965;3;Ursynów
495;2200;244;5;2;3;400;2009;11;40;35;4342,56;20,5;73,51312965;4;Ursynów
496;1549;171;6;2;3;202;1995;25;40;32;4342,56;20,5;73,51312965;3;Ursynów
497;3400;264;4;2;2;1062;2001;19;50;46;4342,56;20,5;73,51312965;2;Ursynów
498;6000;630;6;2;5;1600;1993;27;45;47;4342,56;20,5;73,51312965;3;Ursynów
499;2500;280;7;2;2;295;2016;4;35;42;4342,56;20,5;73,51312965;3;Ursynów
500;2580;290;6;1;3;1220;2016;4;55;46;4342,56;19,1;71,37431225;4;Wesoła
501;2500;600;9;2;9;1254;1992;28;55;47;4342,56;19,1;71,37431225;2;Wesoła
502;1750;340;6;2;2;1234;2006;14;60;34;4342,56;19,1;71,37431225;3;Wesoła
503;1700;280;6;1;3;900;1999;21;50;40;4342,56;19,1;71,37431225;2;Wesoła
504;1600;240;8;1;2;1200;2004;16;55;50;4342,56;19,1;71,37431225;3;Wesoła
505;1575;277;6;1;2;171;2007;13;55;57;4342,56;19,1;71,37431225;4;Wesoła
506;1350;395;8;2;3;1244;2000;20;55;39;4342,56;19,1;71,37431225;2;Wesoła
507;1325;129;4;2;2;342;2000;20;55;46;4342,56;19,1;71,37431225;4;Wesoła
508;1130;228;7;2;4;637;1988;32;55;37;4342,56;19,1;71,37431225;2;Wesoła
509;749;180;4;1;3;170;1995;25;50;55;4342,56;19,1;71,37431225;1;Wesoła
510;1990;500;7;2;2;700;1991;29;65;43;2665,82;20,6;61,11203564;3;Sulejówek
511;1290;195;6;1;2;900;2008;12;70;41;2665,82;20,6;61,11203564;3;Sulejówek
512;999;210;6;1;2;1490;1990;30;60;69;2665,82;20,6;61,11203564;1;Sulejówek
513;900;300;6;1;3;1010;1983;37;70;43;2665,82;20,6;61,11203564;2;Sulejówek
514;850;296;9;2;2;747;1969;51;75;47;2665,82;20,6;61,11203564;2;Sulejówek
515;799;350;9;3;3;626;2000;20;70;44;2665,82;20,6;61,11203564;2;Sulejówek
516;790;176;4;1;2;BRAK;2003;17;55;70;4832,34;17,9;69,89077811;3;Lesznowola
517;839;104;4;2;1;119;2017;3;65;56;4832,34;17,9;69,89077811;4;Lesznowola
518;1680;249,2;4;1;3;1019;2005;15;55;78;4832,34;17,9;69,89077811;3;Lesznowola
519;1385;286;6;3;3;810;2019;1;50;70;4832,34;17,9;69,89077811;4;Lesznowola
520;725;170;6;1;2;1100;1980;40;60;55;4832,34;17,9;69,89077811;2;Lesznowola
521;2550;380;6;1;2;1700;BRAK;BRAK;60;85;4832,34;17,9;69,89077811;;Lesznowola
522;730;190;5;1;3;500;2019;1;55;83;4832,34;17,9;69,89077811;1;Lesznowola
523;1295;215;5;1;3;1300;2009;11;60;78;4832,34;17,9;69,89077811;4;Lesznowola
524;1350;387;7;2;2;1400;2000;20;75;73;4832,34;17,9;69,89077811;4;Lesznowola
525;1200;214,99;5;1;2;965;2010;10;55;93;4832,34;17,9;69,89077811;4;Lesznowola
526;1400;282,7;8;1;5;1000;2005;15;50;73;4832,34;17,9;69,89077811;3;Lesznowola
527;1750;390,6;7;2;3;1029;2009;11;60;80;4832,34;17,9;69,89077811;3;Lesznowola
528;1250;170;5;2;2;1400;2010;10;55;54;4832,34;17,9;69,89077811;1;Lesznowola
529;799,999;164,82;5;1;2;464;2018;2;50;90;4832,34;17,9;69,89077811;1;Lesznowola
530;5950;857,3;8;2;6;1800;2005;15;50;68;4832,34;17,9;69,89077811;5;Lesznowola
531;1350;387;7;2;2;1400;2000;20;75;73;4832,34;17,9;69,89077811;3;Lesznowola
532;1350;404;6;1;3;2000;1975;45;70;60;4832,34;17,9;69,89077811;2;Lesznowola
533;920;170;4;1;3;600;2014;6;60;84;4832,34;17,9;69,89077811;2;Lesznowola
534;2250;245;5;2;2;3391;2013;7;60;75;4832,34;17,9;69,89077811;3;Lesznowola
535;1220;126;4;1;2;269;BRAK;BRAK;65;50;4832,34;17,9;69,89077811;;Lesznowola
536;1200;200;6;2;4;798;2010;10;50;69;4832,34;17,9;69,89077811;2;Lesznowola
537;1700;317;7;1;2;1304;2001;19;65;105;3621,55;18,3;64,13352434;4;Piaseczno
538;660;113;4;1;2;161;2008;12;65;74;3621,55;18,3;64,13352434;2;Piaseczno
539;1800;400;10;1;2;2400;2000;20;60;73;3621,55;18,3;64,13352434;2;Piaseczno
540;1158,3;225,57;5;2;2;368;BRAK;BRAK;60;69;3621,55;18,3;64,13352434;;Piaseczno
541;2470;290;7;1;3;1069;2017;3;80;88;3621,55;18,3;64,13352434;4;Piaseczno
542;620;93,98;5;2;3;250;2021;-1;60;76;3621,55;18,3;64,13352434;;Piaseczno
543;1170;173,51;5;1;3;1000;2020;0;70;95;3621,55;18,3;64,13352434;;Piaseczno
544;2500;400;7;1;3;1000;2014;6;70;82;3621,55;18,3;64,13352434;4;Piaseczno
545;1250;228;6;2;2;340;2009;11;60;68;3621,55;18,3;64,13352434;4;Piaseczno
546;798;100;4;2;2;400;1997;23;60;68;3621,55;18,3;64,13352434;1;Piaseczno
547;1600;450;5;1;3;702;2002;18;60;68;3621,55;18,3;64,13352434;4;Piaseczno
548;775;220;6;2;;395;1982;38;75;63;3621,55;18,3;64,13352434;2;Piaseczno
549;1275;239;5;2;2;229;2000;20;85;67;3621,55;18,3;64,13352434;4;Piaseczno
550;664;119,14;4;1;2;161;2006;14;65;75;3621,55;18,3;64,13352434;4;Piaseczno
551;1750;384;9;1;2;1077;2000;20;60;72;3621,55;18,3;64,13352434;2;Piaseczno
552;1600;525;6;1;3;1864;2000;20;85;60;3621,55;18,3;64,13352434;4;Piaseczno
553;1070;180;5;1;2;200;BRAK;BRAK;65;76;3621,55;18,3;64,13352434;;Piaseczno
554;595;100;5;2;2;88;1999;21;65;74;3621,55;18,3;64,13352434;2;Piaseczno
555;1070;180;6;1;2;228;2010;10;65;76;3621,55;18,3;64,13352434;3;Piaseczno
556;980;161;5;1;2;359;2010;10;65;79;3621,55;18,3;64,13352434;3;Piaseczno
557;1990;427;8;1;3;5000;2005;15;65;87;3621,55;18,3;64,13352434;4;Piaseczno
558;1150;186,5;5;1;3;304;2009;11;75;68;3621,55;18,3;64,13352434;3;Piaseczno
559;3990;653;8;2;4;3059;2009;11;70;84;3621,55;18,3;64,13352434;5;Piaseczno
560;595;100;5;3;2;100;BRAK;BRAK;65;71;3621,55;18,3;64,13352434;;Piaseczno
561;865;200;6;1;2;509;2003;17;80;87;3621,55;18,3;64,13352434;3;Piaseczno
562;1690;357;7;2;3;1046;2014;6;65;81;3621,55;18,3;64,13352434;4;Piaseczno
563;820;134,6;4;1;2;1000;2004;16;90;100;3621,55;18,3;64,13352434;3;Piaseczno
564;1100;180;6;1;2;228;2010;10;60;74;3621,55;18,3;64,13352434;3;Piaseczno
565;760;110;4;1;1;250;2009;11;65;74;3621,55;18,3;64,13352434;3;Piaseczno
566;2600;320;5;1;3;1387;2004;16;70;83;3621,55;18,3;64,13352434;4;Piaseczno
567;1790;340;5;2;3;1799;2005;15;85;61;3621,55;18,3;64,13352434;3;Piaseczno
568;729;180;5;2;1;146;2000;20;60;62;3621,55;18,3;64,13352434;2;Piaseczno
569;1149;184;5;2;3;469;2003;17;75;62;3621,55;18,3;64,13352434;3;Piaseczno
570;1800;440;10;1;2;2400;2000;20;80;83;3621,55;18,3;64,13352434;1;Piaseczno
571;1195;164;5;1;2;443;2009;11;75;67;3621,55;18,3;64,13352434;4;Piaseczno
572;2900;300;7;1;3;2000;2014;6;70;77;3621,55;18,3;64,13352434;1;Piaseczno
573;1600;332,8;6;2;2;1047;2008;12;85;59;3621,55;18,3;64,13352434;1;Piaseczno
