ID;Price;Area;Rooms;Flrs;Baths;Land;YearB;Age;Auto;Public;Inc;PM2_5;Edu;Condtn;Subbrbs
574;1799;480;10;1;2;2400;2000;20;60;73;3621,55;18,3;64,13352434;2;Piaseczno
575;899;200;5;2;2;1355;BRAK;BRAK;70;81;3621,55;18,3;64,13352434;;Piaseczno
576;595;100;5;3;2;88;BRAK;BRAK;65;71;3621,55;18,3;64,13352434;;Piaseczno
577;1070;180;6;2;2;228;2010;10;65;78;3621,55;18,3;64,13352434;2;Piaseczno
578;810;175;6;1;1;1873;1975;45;70;80;3621,55;18,3;64,13352434;1;Piaseczno
579;1500;360;9;1;2;1500;1998;22;85;70;3621,55;18,3;64,13352434;3;Piaseczno
580;2100;229,1;6;1;2;2391,5;2010;10;70;81;3621,55;18,3;64,13352434;2;Piaseczno
581;1613,955;404,5;8;3;3;775;2003;17;65;78;3621,55;18,3;64,13352434;2;Piaseczno
582;2500;240;6;2;3;1110;2008;12;38;60;3621,55;18,3;64,13352434;4;Piaseczno
583;2980;564;7;1;3;2200;2004;16;65;72;3621,55;18,3;64,13352434;4;Piaseczno
584;3600;430;6;1;3;2500;2011;9;60;71;3621,55;18,3;64,13352434;4;Piaseczno
585;1599;320,3;7;1;2;3001;2004;16;70;84;3621,55;18,3;64,13352434;4;Piaseczno
586;1850;420;9;2;2;1846;2012;8;80;63;3621,55;18,3;64,13352434;3;Piaseczno
587;1099;300;4;1;3;580;1991;29;75;56;3621,55;18,3;64,13352434;2;Piaseczno
588;6690;740;14;2;5;1400;2013;7;70;84;3621,55;18,3;64,13352434;3;Piaseczno
589;1350;230;5;2;3;500;2007;13;55;63;3621,55;18,3;64,13352434;3;Piaseczno
590;970;180;4;1;1;398;2002;18;75;77;3621,55;18,3;64,13352434;4;Piaseczno
591;1350;280;6;1;4;2159;2002;18;75;84;3621,55;18,3;64,13352434;3;Piaseczno
592;1920;280;7;3;2;1800;BRAK;BRAK;60;68;3621,55;18,3;64,13352434;;Piaseczno
593;750;150;4;1;2;600;2020;0;85;72;3621,55;18,3;64,13352434;;Piaseczno
594;940;175,14;6;1;3;208;2020;0;60;69;3621,55;18,3;64,13352434;;Piaseczno
595;900;160;4;2;2;330;2002;18;70;72;3621,55;18,3;64,13352434;3;Piaseczno
596;950;260;7;1;3;880;2008;12;75;100;3621,55;18,3;64,13352434;3;Piaseczno
597;1800;250;4;2;2;2039;2000;20;85;81;3621,55;18,3;64,13352434;1;Piaseczno
598;880;100;5;2;2;220;2003;17;55;45;4342,56;21,1;69,51921492;3;Białołęka
599;795;150;4;3;2;333;2006;14;50;46;4342,56;21,1;69,51921492;1;Białołęka
600;7800;400;4;1;3;2000;2002;18;55;42;4342,56;21,1;69,51921492;5;Białołęka
601;1800;219;6;1;2;1500;2011;9;65;67;4342,56;21,1;69,51921492;4;Białołęka
602;990;138;6;2;1;904;1996;24;50;52;4342,56;21,1;69,51921492;3;Białołęka
603;2250;330;5;3;3;3000;1998;22;50;54;4342,56;21,1;69,51921492;3;Białołęka
604;1350;160;5;1;2;750;2007;13;65;66;4342,56;21,1;69,51921492;4;Białołęka
605;1495;212,24;9;2;2;341;1997;23;50;50;4342,56;21,1;69,51921492;3;Białołęka
606;2390;300;4;2;2;1714;1984;36;50;47;4342,56;21,1;69,51921492;2;Białołęka
607;1200;110;4;1;2;400;2020;0;50;55;4342,56;21,1;69,51921492;;Białołęka
608;1280;194;5;1;2;538;2004;16;50;52;4342,56;21,1;69,51921492;3;Białołęka
609;1899;305,9;6;1;3;1138;2008;12;55;44;4342,56;21,1;69,51921492;3;Białołęka
610;1600;320;6;1;2;980;1995;25;50;51;4342,56;21,1;69,51921492;2;Białołęka
611;2490;381;7;1;3;1278;2002;18;50;56;4342,56;21,1;69,51921492;4;Białołęka
612;1250;150;4;1;2;2000;2003;17;65;77;4342,56;21,1;69,51921492;3;Białołęka
613;2500;368;5;1;3;2132;2002;18;60;69;4342,56;21,1;69,51921492;2;Białołęka
614;760;230;5;1;2;672;1999;21;60;58;4342,56;21,1;69,51921492;2;Białołęka
615;1500;206;7;1;2;886;2018;2;55;47;4342,56;21,1;69,51921492;3;Białołęka
616;1400;317;8;1;4;1033;1999;21;55;62;4342,56;21,1;69,51921492;2;Białołęka
617;1100;154,25;5;1;2;1656;2008;12;50;50;4342,56;21,1;69,51921492;3;Białołęka
618;1499;350;6;2;4;924;1998;22;60;60;4342,56;21,1;69,51921492;2;Białołęka
619;849;175;5;2;2;300;2009;11;60;57;4342,56;21,1;69,51921492;3;Białołęka
620;1890;491,1;10;1;4;1500;2014;6;65;62;4342,56;21,1;69,51921492;3;Białołęka
621;880;122;5;1;2;220;2003;17;55;47;4342,56;21,1;69,51921492;2;Białołęka
622;1450;174;5;1;3;324;2009;11;50;44;4342,56;21,1;69,51921492;3;Białołęka
623;750;113;4;2;2;118;2002;18;65;60;4342,56;21,1;69,51921492;2;Białołęka
624;895;257;4;1;2;290;2010;10;50;52;4342,56;21,1;69,51921492;1;Białołęka
625;1590;240;6;1;1;800;2010;10;60;59;4342,56;21,1;69,51921492;3;Białołęka
626;877;223,79;6;3;3;311;2005;15;45;48;4342,56;21,1;69,51921492;1;Białołęka
627;2400;291,67;5;2;3;841;2012;8;50;54;4342,56;21,1;69,51921492;4;Białołęka
628;1495;318;6;1;2;974;1994;26;50;50;4342,56;21,1;69,51921492;2;Białołęka
629;1490;396;8;2;2;1100;1996;24;55;60;4342,56;21,1;69,51921492;3;Białołęka
630;750;231;6;1;2;600;1998;22;60;54;4342,56;21,1;69,51921492;2;Białołęka
631;950;241;6;2;2;1378;1999;21;60;69;4342,56;21,1;69,51921492;2;Białołęka
632;1690;242,99;5;1;2;1093;2018;2;65;66;4342,56;21,1;69,51921492;3;Białołęka
633;1985;264;6;1;3;1364;2008;12;55;62;4342,56;21,1;69,51921492;3;Białołęka
634;1590;240;5;1;2;825;2010;10;60;61;4342,56;21,1;69,51921492;3;Białołęka
635;1154,8;161,33;5;2;2;186,43;2021;-1;45;44;4342,56;21;69,30551878;;Bemowo
636;1700;400;7;1;3;241;1994;26;45;42;4342,56;21;69,30551878;2;Bemowo
637;1150;152,85;5;3;3;200;2020;0;40;43;4342,56;21;69,30551878;;Bemowo
638;1179;159;4;2;2;359;2007;13;40;41;4342,56;21;69,30551878;3;Bemowo
639;1350;240;5;3;2;254;1990;30;45;45;4342,56;21;69,30551878;1;Bemowo
640;1690;245;8;2;3;317;1996;24;45;34;4342,56;21;69,30551878;3;Bemowo
641;2250;400;8;1;2;900;1981;39;40;32;4342,56;21;69,30551878;2;Bemowo
642;1250;75,8;3;1;1;836;1936;84;45;44;4342,56;21;69,30551878;1;Bemowo
643;2780;200,92;6;2;3;209,92;2020;0;35;28;4342,56;23,3;71,8012987;;Włochy
644;749;150;7;1;1;395;1995;25;40;52;4342,56;23,3;71,8012987;1;Włochy
645;855;65;2;1;1;238;2018;2;35;44;4342,56;23,3;71,8012987;4;Włochy
646;1080;160;6;2;3;220;2021;-1;40;30;4342,56;23,3;71,8012987;;Włochy
647;1350;246;5;1;2;700;2009;11;40;56;4342,56;23,3;71,8012987;2;Włochy
648;1399;192;5;1;2;170;2003;17;45;34;4342,56;23,3;71,8012987;3;Włochy
649;3200;360;7;2;3;380;2002;18;35;27;4342,56;23,3;71,8012987;1;Włochy
650;2950;293;5;1;3;1724;1998;22;35;33;4342,56;23,3;71,8012987;4;Włochy
651;1490;293;6;3;2;1350;1991;29;40;50;4342,56;23,3;71,8012987;2;Włochy
652;1270;147;6;1;2;344;1999;21;35;34;4342,56;23,3;71,8012987;3;Włochy
653;1490;397;8;2;2;552;1934;86;40;42;4342,56;23,3;71,8012987;;Włochy
654;2200;240;4;2;2;645;2007;13;55;49;4342,56;21,3;66,4623335;3;Bielany
655;2600;351,49;10;2;1;575;BRAK;BRAK;50;42;4342,56;21,3;66,4623335;;Bielany
656;1530;159;5;2;2;420;2021;-1;45;42;4342,56;21,3;66,4623335;;Bielany
657;875;107,2;4;2;1;BRAK;2021;-1;45;33;4342,56;21,3;66,4623335;;Bielany
658;2450;285;10;2;3;880;2007;13;50;42;4342,56;21,3;66,4623335;3;Bielany
659;1580;201;5;1;3;329;2011;9;50;44;4342,56;21,3;66,4623335;4;Bielany
660;2600;170;5;2;2;267;1926;94;40;30;4342,56;21,3;66,4623335;;Bielany
661;4000;600;10;3;4;347;2007;13;35;27;4342,56;21,3;66,4623335;3;Bielany
662;910;107,27;5;2;2;BRAK;2021;-1;50;35;4342,56;21,3;66,4623335;;Bielany
663;1300;176;5;2;2;279;2007;13;50;43;4342,56;21,3;66,4623335;3;Bielany
664;1980;210;3;3;2;223;1936;84;40;30;4342,56;21,3;66,4623335;;Bielany
665;1990;218;6;1;3;468;2020;0;50;42;4342,56;21,3;66,4623335;;Bielany
666;4650;264;7;2;3;416;1928;92;40;30;4342,56;21,3;66,4623335;;Bielany
667;3200;210;4;2;2;600;1938;82;40;29;4342,56;21,3;66,4623335;;Bielany
668;1240;101;3;2;1;1771;1980;40;55;47;4342,56;21,3;66,4623335;1;Bielany
669;4000;336;5;2;3;1100;1998;22;35;28;4342,56;21,3;66,4623335;4;Bielany
670;4980;510;3;1;2;1222;2010;10;45;37;4342,56;21,3;66,4623335;4;Bielany
671;2800;270;8;2;3;500;2012;8;45;44;4342,56;21,3;66,4623335;3;Bielany
672;1780;330;6;2;5;550;2020;0;55;60;4342,56;21,3;66,4623335;;Bielany
673;2240;220;7;1;2;373;BRAK;BRAK;35;33;4342,56;21,3;66,4623335;;Bielany
674;1285;315;5;1;2;1150;2003;17;70;42;2283,89;18,6;57,20379747;2;Halinów
675;1250;245;7;1;3;760;2009;11;70;48;2283,89;18,6;57,20379747;2;Halinów
676;950;191,29;5;1;2;914;2010;10;85;54;2283,89;18,6;57,20379747;2;Halinów
677;850;200;5;1;2;1000;2010;10;70;53;2283,89;18,6;57,20379747;2;Halinów
678;885;141;4;1;2;808;2006;14;75;54;2283,89;18,6;57,20379747;3;Halinów
679;825;275;8;1;2;712;1999;21;65;52;2283,89;18,6;57,20379747;2;Halinów
680;790;202,5;6;1;2;1270;2005;15;70;54;2283,89;18,6;57,20379747;2;Halinów
681;790;128;5;1;2;1697;2000;20;70;59;2283,89;18,6;57,20379747;2;Halinów
682;780;134;5;1;1;734;2019;1;70;52;2283,89;18,6;57,20379747;3;Halinów
683;2200;226;4;1;2;4000;2004;16;75;91;4095,66;18;60,89282609;4;Wiązowna
684;1150;400;8;1;3;1600;1998;22;65;77;4095,66;18;60,89282609;2;Wiązowna
685;1115;178;6;2;3;780;2012;8;65;75;4095,66;18;60,89282609;4;Wiązowna
686;990;246;5;1;2;900;2001;19;65;67;4095,66;18;60,89282609;3;Wiązowna
687;1249;150,8;4;1;2;3026;2004;16;70;52;3767,35;17,6;56,59409607;3;Błonie
688;800;350;8;1;3;799;2010;10;70;52;3767,35;17,6;56,59409607;2;Błonie
689;750;191,1;4;1;1;455;2008;12;70;79;3767,35;17,6;56,59409607;3;Błonie
690;4999;460;5;1;3;3002;2010;10;55;55;4607,3;19,4;61,84622857;4;Ożarów Mazowiecki
691;1990;373;6;1;2;1895;2008;12;50;52;4607,3;19,4;61,84622857;3;Ożarów Mazowiecki
692;1999;320;7;2;3;650;1996;24;60;26;4607,3;19,4;61,84622857;3;Ożarów Mazowiecki
693;699;129,97;5;1;2;529;2020;0;55;59;4607,3;19,4;61,84622857;;Ożarów Mazowiecki
694;589;160;5;2;2;600;2020;0;60;67;4607,3;19,4;61,84622857;1;Ożarów Mazowiecki
695;13900;1465;8;1;4;6140;2008;12;55;65;3920,47;18,4;58,71890571;5;Łomianki
696;3800;435;9;1;3;2045;2013;7;55;60;3920,47;18,4;58,71890571;4;Łomianki
697;3400;544,5;6;1;4;1749;2000;20;55;59;3920,47;18,4;58,71890571;3;Łomianki
698;2790;545;6;1;3;1682;2006;14;55;65;3920,47;18,4;58,71890571;4;Łomianki
699;2300;274;5;2;2;1885;1982;38;55;63;3920,47;18,4;58,71890571;2;Łomianki
700;1750;233,5;5;1;2;1068;2010;10;60;66;3920,47;18,4;58,71890571;4;Łomianki
701;1700;248;6;1;2;807;2009;11;55;62;3920,47;18,4;58,71890571;3;Łomianki
702;1630;180;4;1;2;1500;1962;58;55;65;3920,47;18,4;58,71890571;3;Łomianki
703;1410;320;9;3;3;1009;1997;23;60;61;3920,47;18,4;58,71890571;1;Łomianki
704;1399;216,4;5;2;2;391;2010;10;60;71;3920,47;18,4;58,71890571;4;Łomianki
705;1199;164,9;5;1;2;1000;2000;20;60;79;3920,47;18,4;58,71890571;4;Łomianki
706;990;150;7;1;2;777;2002;18;60;64;3920,47;18,4;58,71890571;1;Łomianki
707;820;361,62;6;2;2;300;1994;26;55;58;3920,47;18,4;58,71890571;2;Łomianki
708;4995;252;7;1;3;2750;1990;30;65;56;3120,76;20,9;64,92542763;5;Milanówek
709;3200;388;12;1;4;2030;2007;13;75;57;3120,76;20,9;64,92542763;4;Milanówek
710;2599;291;5;1;3;9568;2001;19;70;57;3120,76;20,9;64,92542763;3;Milanówek
711;2400;374;7;2;3;3317;2002;18;65;62;3120,76;20,9;64,92542763;3;Milanówek
712;1900;361;7;1;2;3000;2005;15;65;62;3120,76;20,9;64,92542763;3;Milanówek
713;1990;193;6;1;2;3600;1928;92;65;62;3120,76;20,9;64,92542763;;Milanówek
714;1750;185;5;1;3;158;2014;6;60;52;3120,76;20,9;64,92542763;4;Milanówek
715;595;198;5;2;3;1520;2005;15;65;86;3755,85;18,4;61,72529635;1;Grodzisk Mazowiecki
716;488;100;5;1;1;250;2019;1;65;87;3755,85;18,4;61,72529635;1;Grodzisk Mazowiecki
717;1200;204;6;1;1;1489;2004;16;65;107;3755,85;18,4;61,72529635;1;Grodzisk Mazowiecki
718;2100;424;7;2;3;3069;BRAK;BRAK;70;102;3755,85;18,4;61,72529635;;Grodzisk Mazowiecki
719;530;119;4;1;1;457;2008;12;75;115;3755,85;18,4;61,72529635;2;Grodzisk Mazowiecki
720;779;150;5;2;2;419;BRAK;BRAK;70;49;3755,85;18,4;61,72529635;;Grodzisk Mazowiecki
721;899;208;6;2;2;1182;BRAK;BRAK;70;66;3755,85;18,4;61,72529635;;Grodzisk Mazowiecki
722;650;220;5;2;2;1500;1994;26;75;63;3755,85;18,4;61,72529635;1;Grodzisk Mazowiecki
723;999;100;3;1;1;4800;1960;60;55;147;3755,85;18,4;61,72529635;3;Grodzisk Mazowiecki
724;780;240;4;2;2;949;1996;24;70;64;3755,85;18,4;61,72529635;1;Grodzisk Mazowiecki
725;1400;550;11;2;3;2094;1996;24;70;65;3755,85;18,4;61,72529635;2;Grodzisk Mazowiecki
726;585;123,9;5;2;2;505;2020;0;80;68;3755,85;18,4;61,72529635;;Grodzisk Mazowiecki
727;1365;304;6;1;1;1980;2008;12;65;93;3755,85;18,4;61,72529635;4;Grodzisk Mazowiecki
728;1900;318;6;1;3;2000;2015;5;70;146;3755,85;18,4;61,72529635;4;Grodzisk Mazowiecki
729;658;128;4;1;2;812;2020;0;60;59;3755,85;18,4;61,72529635;;Grodzisk Mazowiecki
730;849;140;4;2;2;880;2005;15;60;59;3755,85;18,4;61,72529635;3;Grodzisk Mazowiecki
731;750;160;6;2;2;464;1939;81;65;64;3755,85;18,4;61,72529635;;Grodzisk Mazowiecki
732;448;160;4;2;2;614;1988;32;65;79;3755,85;18,4;61,72529635;1;Grodzisk Mazowiecki
733;2690;524;6;1;4;4884;2005;15;60;102;3755,85;18,4;61,72529635;2;Grodzisk Mazowiecki
734;1685;434;6;2;5;2139;1999;21;60;88;3755,85;18,4;61,72529635;3;Grodzisk Mazowiecki
735;3900;600;6;1;3;15000;2014;6;60;92;3755,85;18,4;61,72529635;;Grodzisk Mazowiecki
736;700;150;4;3;3;370;1960;60;70;52;3755,85;18,4;61,72529635;2;Grodzisk Mazowiecki
737;860;140;4;2;2;804;2000;20;80;70;3755,85;18,4;61,72529635;2;Grodzisk Mazowiecki
738;899;140;4;1;2;1100;BRAK;BRAK;65;63;3755,85;18,4;61,72529635;;Grodzisk Mazowiecki
739;674;107;4;1;2;170;2020;0;65;78;3755,85;18,4;61,72529635;;Grodzisk Mazowiecki
740;660;130;4;2;2;199;2013;7;70;72;3755,85;18,4;61,72529635;3;Grodzisk Mazowiecki
